contour_id,x,y
0,999.0,100.66797562412368
0,998.0,100.64090671219282
0,997.0,100.58401981407658
0,996.0,100.53427145919804
0,995.0,100.53137506840172
0,994.0,100.56334450896135
0,993.0,100.57164117405182
0,992.0,100.54358984279783
0,991.0,100.52651383054912
0,990.0,100.52958473787224
0,989.0,100.53508864525891
0,988.0,100.52495456580824
0,987.0,100.5329879454838
0,986.0,100.57423602727214
0,985.0,100.59185218822188
0,984.0,100.56539990831713
0,983.0,100.55137745130212
0,982.0,100.56579061106491
0,981.0,100.59700101509306
0,980.0,100.60047378955696
0,979.0,100.59227915412997
0,978.0,100.60050931969609
0,977.0,100.59816172524171
0,976.0,100.57934944469295
0,975.0,100.60929849367916
0,974.0,100.64583403034426
0,973.0,100.60488894187806
0,972.0,100.5627989278369
0,971.0,100.57968432368659
0,970.0,100.59229969205015
0,969.0,100.56654955011383
0,968.0,100.56515272518716
0,967.0,100.63022199773324
0,966.0,100.7136640672637
0,965.0,100.69438903550594
0,964.0,100.66008518038942
0,963.0,100.63757683823907
0,962.0,100.58855240881667
0,961.0,100.55621224940408
0,960.0,100.56858957232349
0,959.0,100.57483065467656
0,958.0,100.55858852139717
0,957.0,100.56075995361161
0,956.0,100.5633231730567
0,955.0,100.57430232225944
0,954.0,100.61850737218035
0,953.0,100.63103893739601
0,952.0,100.58792738860511
0,951.0,100.55399842547229
0,950.0,100.55855768001969
0,949.0,100.55834571802646
0,948.0,100.55090926059403
0,947.0,100.56893795966262
0,946.0,100.58391846558821
0,945.0,100.5966261188168
0,944.0,100.61613364324946
0,943.0,100.59701348787075
0,942.0,100.5884976239065
0,941.0,100.58806401294306
0,940.0,100.5798824166105
0,939.0,100.59162011901194
0,938.0,100.62547675017883
0,937.0,100.62176446332394
0,936.0,100.60033859102052
0,935.0,100.62377989375196
0,934.0,100.63147870083912
0,933.0,100.58872574513781
0,932.0,100.56354423492047
0,931.0,100.60490087606192
0,930.0,100.64541308495338
0,929.0,100.60409035133428
0,928.0,100.55364607403314
0,927.0,100.53927052134128
0,926.0,100.53339475169146
0,925.0,100.56539990831713
0,924.0,100.61087899095901
0,923.0,100.60206495679836
0,922.0,100.58053631083285
0,921.0,100.54600420202249
0,920.0,100.53750395877805
0,919.0,100.57464712126341
0,918.0,100.59281032079956
0,917.0,100.57620203865663
0,916.0,100.59447449094488
0,915.0,100.61613340766955
0,914.0,100.60809409524565
0,913.0,100.6328983790978
0,912.0,100.63836406720128
0,911.0,100.6117256976853
0,910.0,100.63688968981397
0,909.0,100.68690065883185
0,908.0,100.70578801152554
0,907.0,100.66416574932646
0,906.0,100.59824740376776
0,905.0,100.5766050388384
0,904.0,100.61176940936272
0,903.0,100.66120877402548
0,902.0,100.67478095019051
0,901.0,100.61245096832992
0,900.0,100.57201765821875
0,899.0,100.55893442253141
0,898.0,100.54511070779235
0,897.0,100.54863180440034
0,896.0,100.5708828622371
0,895.0,100.59320502730164
0,894.0,100.57746339641365
0,893.0,100.57476026891966
0,892.0,100.57499612497439
0,891.0,100.55398235036023
0,890.0,100.53993562113733
0,889.0,100.5249765746062
0,888.0,100.52888543488784
0,887.0,100.55776494543352
0,886.0,100.5735060948829
0,885.0,100.55814140204718
0,884.0,100.53335026427067
0,883.0,100.54493307926975
0,882.0,100.57235022585213
0,881.0,100.57429664027279
0,880.0,100.60889152300388
0,879.0,100.64582173933749
0,878.0,100.6049127153566
0,877.0,100.56355571310509
0,876.0,100.58912514794724
0,875.0,100.63678420677248
0,874.0,100.65003127130882
0,873.0,100.64830303328483
0,872.0,100.63311945093749
0,871.0,100.56541140677774
0,870.0,100.51349843751774
0,869.0,100.50180807786563
0,868.0,100.5092695531895
0,867.0,100.54631113641285
0,866.0,100.59761046653746
0,865.0,100.59058966642695
0,864.0,100.5387879662726
0,863.0,100.51588351054232
0,862.0,100.54058927235103
0,861.0,100.57164441964534
0,860.0,100.57135794129577
0,859.0,100.60935887350963
0,858.0,100.71695076442447
0,857.0,100.77258077649417
0,856.0,100.65989848498135
0,855.0,100.54527588954353
0,854.0,100.5114275258208
0,853.0,100.52929583723198
0,852.0,100.57815966952505
0,851.0,100.6088527442478
0,850.0,100.58360494450795
0,849.0,100.55860052488347
0,848.0,100.58477451306183
0,847.0,100.62379200948264
0,846.0,100.64811530091616
0,845.0,100.65756752465607
0,844.0,100.61104622155703
0,843.0,100.55193979278387
0,842.0,100.5286645610899
0,841.0,100.53997146077248
0,840.0,100.5522040048626
0,839.0,100.53777106250419
0,838.0,100.51811187438487
0,837.0,100.52245709165304
0,836.0,100.53797897756274
0,835.0,100.54907103769958
0,834.0,100.58321927007549
0,833.0,100.61404807880322
0,832.0,100.60411407610727
0,831.0,100.58400242913021
0,830.0,100.56817404576994
0,829.0,100.57586194713633
0,828.0,100.63401626930124
0,827.0,100.7105218745066
0,826.0,100.75714714448989
0,825.0,100.74612326294199
0,824.0,100.73367476420236
0,823.0,100.74009455229027
0,822.0,100.72622714654366
0,821.0,100.65366724381
0,820.0,100.62375012885269
0,819.0,100.64526931361512
0,818.0,100.6189516382854
0,817.0,100.56796105899198
0,816.0,100.53948819735078
0,815.0,100.5766205330122
0,814.0,100.65737318899296
0,813.0,100.65994026110158
0,812.0,100.61578229635518
0,811.0,100.62806336485576
0,810.0,100.64948053057773
0,809.0,100.67012178389705
0,808.0,100.70357687421324
0,807.0,100.6705139348503
0,806.0,100.59600105895892
0,805.0,100.56173647979037
0,804.0,100.59409404233786
0,803.0,100.62696581444614
0,802.0,100.58890539179092
0,801.0,100.53548857964765
0,800.0,100.52569541826774
0,799.0,100.54194675681698
0,798.0,100.56004744446906
0,797.0,100.57118840745531
0,796.0,100.5447051543448
0,795.0,100.53100228043563
0,794.0,100.54785493489243
0,793.0,100.56065388097745
0,792.0,100.57045424127595
0,791.0,100.57513448085433
0,790.0,100.58643672370596
0,789.0,100.60285945930569
0,788.0,100.57749201046434
0,787.0,100.54469760212251
0,786.0,100.58066392242208
0,785.0,100.64731033875876
0,784.0,100.6373713195207
0,783.0,100.61612839939393
0,782.0,100.6146559170814
0,781.0,100.57897955745808
0,780.0,100.53445402332031
0,779.0,100.5382314876697
0,778.0,100.59574546291783
0,777.0,100.63271563071312
0,776.0,100.61164671123629
0,775.0,100.60173490512317
