x,y
0,181
1,181
2,182
3,182
4,183
5,182
6,182
7,182
8,182
9,182
10,181
11,181
12,181
13,181
14,180
15,180
16,180
17,180
18,180
19,180
20,180
21,180
22,180
23,180
24,181
25,181
26,181
27,182
28,182
29,182
30,181
31,181
32,182
33,182
34,183
35,183
36,184
37,184
38,184
39,184
40,185
41,185
42,184
43,183
44,182
45,182
46,181
47,182
48,182
49,183
50,183
51,183
52,183
53,183
54,182
55,181
56,181
57,180
58,181
59,181
60,182
61,184
62,185
63,185
64,186
65,186
66,185
67,185
68,185
69,184
70,184
71,184
72,183
73,182
74,181
75,180
76,180
77,179
78,179
79,179
80,180
81,180
82,181
83,182
84,183
85,183
86,183
87,183
88,182
89,182
90,182
91,183
92,183
93,183
94,183
95,182
96,182
97,182
98,183
99,183
100,183
101,183
102,183
103,182
104,182
105,182
106,183
107,183
108,183
109,183
110,183
111,183
112,183
113,183
114,183
115,183
116,182
117,182
118,181
119,180
120,180
121,180
122,180
123,180
124,180
125,180
126,180
127,180
128,180
129,179
130,179
131,179
132,179
133,179
134,180
135,180
136,181
137,182
138,182
139,182
140,183
141,183
142,183
143,183
144,183
145,183
146,183
147,182
148,183
149,183
150,183
151,183
152,182
153,181
154,180
155,180
156,180
157,181
158,181
159,181
160,181
161,181
162,181
163,181
164,182
165,183
166,183
167,183
168,183
169,182
170,182
171,181
172,181
173,181
174,182
175,182
176,182
177,182
178,182
179,181
180,181
181,180
182,179
183,179
184,180
185,180
186,181
187,182
188,183
189,183
190,182
191,182
192,183
193,183
194,183
195,184
196,184
197,184
198,184
199,184
200,183
201,183
202,183
203,184
204,184
205,184
206,184
207,184
208,184
209,184
210,184
211,184
212,184
213,184
214,183
215,183
216,183
217,183
218,183
219,183
220,183
221,183
222,183
223,183
224,182
225,182
226,182
227,182
228,182
229,182
230,182
231,182
232,182
233,182
234,182
235,183
236,184
237,186
238,188
239,191
240,198
241,201
242,205
243,209
244,213
245,219
246,222
247,224
248,229
249,233
250,236
251,239
