x,y
0,190
1,191
2,191
3,192
4,192
5,192
6,193
7,193
8,193
9,194
10,194
11,194
12,195
13,195
14,195
15,195
16,195
17,195
18,194
19,194
20,194
21,194
22,194
23,194
24,194
25,194
26,194
27,195
28,195
29,194
30,194
31,194
32,193
33,193
34,194
35,195
36,195
37,196
38,196
39,196
40,197
41,197
42,197
43,197
44,198
45,198
46,198
47,198
48,197
49,197
50,197
51,197
52,197
53,197
54,196
55,195
56,194
57,194
58,194
59,194
60,194
61,194
62,194
63,194
64,194
65,194
66,193
67,193
68,193
69,194
70,195
71,195
72,195
73,195
74,195
75,195
76,195
77,195
78,194
79,194
80,194
81,194
82,194
83,194
84,194
85,194
86,194
87,194
88,195
89,195
90,195
91,194
92,194
93,193
94,193
95,193
96,193
97,193
98,193
99,193
100,193
101,193
102,193
103,194
104,194
105,195
106,196
107,197
108,198
109,199
110,199
111,199
112,198
113,196
114,194
115,193
116,192
117,191
118,191
119,192
120,193
121,195
122,196
123,196
124,196
125,195
126,195
127,195
128,195
129,195
130,195
131,195
132,195
133,194
134,194
135,194
136,194
137,194
138,194
139,194
140,194
141,195
142,195
143,196
144,196
145,197
146,198
147,198
148,198
149,197
150,197
151,196
152,196
153,195
154,194
155,194
156,194
157,195
158,195
159,196
160,196
161,196
162,195
163,195
164,194
165,194
166,193
167,192
168,192
169,191
170,190
171,190
172,191
173,192
174,193
175,193
176,193
177,193
178,192
179,192
180,192
181,192
182,193
183,194
184,194
185,194
186,194
187,194
188,194
189,193
190,193
191,192
192,193
193,193
194,194
195,195
196,196
197,196
198,197
199,197
200,198
201,198
202,197
203,197
204,196
205,196
206,196
207,196
208,197
209,198
210,198
211,197
212,197
213,196
214,196
215,195
216,195
217,194
218,194
219,193
220,193
221,193
222,193
223,194
224,194
225,194
226,194
227,193
228,192
229,192
230,192
231,192
232,192
233,192
234,193
235,195
236,196
237,200
238,203
239,206
240,210
241,215
242,218
243,220
244,226
245,229
246,231
247,234
248,240
249,243
250,247
251,249
252,255
253,259
254,262
255,266
256,268
257,271
258,277
259,279
260,288
261,290
262,294
263,299
264,303
265,308
266,310
267,312
268,317
269,323
270,327
271,330
272,333
273,337
274,339
275,341
276,342
277,350
278,356
279,362
280,366
281,369
282,374
283,377
284,379
285,383
286,385
287,386
288,390
289,452
290,462
291,474
292,478
293,484
294,490
295,496
296,499
297,502
298,505
299,509
300,513
301,516
302,518
303,520
304,522
305,524
306,525
307,526
308,527
309,527
310,527
311,528
312,528
313,528
314,528
315,529
316,529
317,528
318,528
319,528
320,529
321,529
322,530
323,531
324,532
325,533
326,534
327,534
328,535
329,535
330,535
331,536
332,536
333,536
334,536
335,536
336,536
337,536
338,536
339,537
340,537
341,538
342,538
343,538
344,538
345,537
346,537
347,537
348,536
349,535
350,534
351,533
352,533
353,532
354,532
355,532
356,532
357,533
358,533
359,534
360,535
361,535
362,534
363,533
364,532
365,531
366,531
367,531
368,531
369,531
370,530
371,530
372,529
373,529
374,530
375,530
376,530
377,530
378,531
379,531
380,531
381,532
382,532
383,533
384,533
385,533
386,533
387,534
388,534
389,534
390,534
391,534
392,534
393,533
394,533
395,532
396,532
397,531
398,531
399,531
400,531
401,530
402,530
403,530
404,529
405,529
406,529
407,530
408,530
409,530
410,529
411,529
412,529
413,528
414,528
415,528
416,528
417,528
418,527
419,527
420,528
421,529
422,530
423,530
424,531
425,532
426,532
427,533
428,533
429,533
430,532
431,532
432,531
433,530
434,530
435,530
436,530
437,530
438,530
439,530
440,530
441,530
442,530
443,530
444,530
445,530
446,530
447,529
448,529
449,529
450,529
451,528
452,528
453,527
454,527
455,528
456,528
457,528
458,529
459,529
460,529
461,529
462,529
463,529
464,529
465,530
466,530
467,530
468,530
469,530
470,530
471,530
472,530
473,530
474,529
475,528
476,528
477,527
478,527
479,528
480,528
481,528
482,529
483,529
484,529
485,530
486,530
487,530
488,529
489,529
490,528
491,527
492,527
493,527
494,528
495,529
496,529
497,529
498,529
499,529
500,529
501,529
502,529
503,528
504,528
505,527
506,527
507,527
508,527
509,527
510,527
511,528
512,528
513,528
514,527
515,528
516,528
517,528
518,528
519,528
520,529
521,529
522,529
523,529
524,529
525,529
526,530
527,530
528,531
529,531
530,532
531,532
532,532
533,532
534,532
535,531
536,531
537,531
538,531
539,531
540,530
541,530
542,530
543,529
544,529
545,529
546,528
547,528
548,528
549,528
550,529
551,529
552,529
553,530
554,531
555,531
556,531
557,530
558,530
559,530
560,530
561,531
562,532
563,532
564,533
565,533
566,532
567,532
568,531
569,530
570,530
571,530
572,531
573,531
574,531
575,532
576,532
577,531
578,531
579,531
580,530
581,530
582,530
583,530
584,530
585,530
586,530
587,530
588,529
589,529
590,529
591,528
592,528
593,528
594,528
595,528
596,528
597,529
598,530
599,530
600,530
601,530
602,529
603,529
604,529
605,528
606,528
607,528
608,528
609,528
610,528
611,528
612,529
613,529
614,529
615,529
616,529
617,529
618,530
619,530
620,530
621,530
622,530
623,529
624,529
625,529
626,529
627,529
628,529
629,529
630,529
631,529
632,529
633,529
634,530
635,531
636,532
637,532
638,532
639,532
640,533
641,533
642,533
643,534
644,534
645,534
646,534
647,533
648,533
649,532
650,532
651,533
652,534
653,534
654,534
655,533
656,533
657,533
658,533
659,533
660,534
661,534
662,535
663,535
664,535
665,535
666,534
667,534
668,533
669,533
670,532
671,532
672,531
673,531
674,530
675,530
676,530
677,530
678,531
679,531
680,531
681,530
682,530
683,530
684,529
685,529
686,529
687,529
688,528
689,528
690,528
691,528
692,528
693,528
694,527
695,526
696,523
697,521
698,519
699,517
700,515
701,513
702,508
703,506
704,502
705,500
706,498
707,495
708,492
709,487
710,480
711,467
712,462
713,441
714,411
715,383
716,380
717,374
718,371
719,365
720,361
721,356
722,352
723,347
724,344
725,341
726,339
727,337
728,333
729,327
730,325
731,321
732,317
733,312
734,306
735,302
736,298
737,294
738,290
739,287
740,283
741,281
742,279
743,276
744,273
745,267
746,263
747,258
748,255
749,254
750,252
751,248
752,245
753,238
754,235
755,230
756,226
757,223
758,216
759,213
760,209
761,207
762,205
763,203
764,199
765,197
766,196
767,195
768,195
769,195
770,195
771,194
772,194
773,193
774,193
775,193
776,193
777,194
778,194
779,194
780,194
781,193
782,193
783,193
784,193
785,193
786,193
787,193
788,192
789,192
790,192
791,192
792,193
793,194
794,194
795,195
796,196
797,196
798,196
799,196
800,196
801,196
802,195
803,195
804,195
805,194
806,194
807,194
808,194
809,195
810,196
811,197
812,197
813,197
814,196
815,196
816,196
817,196
818,196
819,196
820,196
821,196
822,196
823,196
824,196
825,196
826,196
827,196
828,196
829,195
830,194
831,194
832,194
833,194
834,195
835,195
836,195
837,196
838,197
839,198
840,198
841,198
842,198
843,197
844,196
845,195
846,195
847,195
848,194
849,194
850,193
851,192
852,192
853,192
854,192
855,193
856,195
857,196
858,197
859,197
860,197
861,196
862,196
863,195
864,195
865,194
866,195
867,195
868,195
869,195
870,195
871,194
872,194
873,194
874,194
875,194
876,195
877,195
878,195
879,195
880,195
881,194
882,194
883,194
884,194
885,194
886,195
887,196
888,197
889,197
890,198
891,198
892,198
893,198
894,197
895,197
896,197
897,196
898,195
899,195
900,194
901,194
902,193
903,194
904,194
905,194
906,195
907,195
908,196
909,196
910,196
911,196
912,196
913,196
914,197
915,197
916,197
917,196
918,196
919,195
920,194
921,194
922,194
923,195
924,196
925,197
926,197
927,197
928,196
929,195
930,195
931,195
932,195
933,196
934,196
935,195
936,195
937,195
938,195
939,195
940,195
941,195
942,195
943,195
944,195
945,195
946,196
947,196
948,196
949,196
950,196
951,195
952,195
953,195
954,195
955,195
956,195
957,195
958,195
959,194
960,194
961,195
962,195
963,195
964,195
965,194
966,194
967,194
968,195
969,195
970,195
971,195
972,195
973,194
974,194
975,194
976,194
977,194
978,194
979,195
980,196
981,197
982,198
983,198
984,198
985,197
986,196
987,196
988,195
989,194
990,193
991,192
992,191
993,190
994,191
995,192
996,193
997,193
998,193
999,193
