contour_id,x,y
0,999.0,106.96562058424715
0,998.0,106.9968616332677
0,997.0,106.74825730649292
0,996.0,106.61373614113937
0,995.0,106.48550612319208
0,994.0,106.40749449947191
0,993.0,106.65081586162523
0,992.2468275654694,107.0
0,992.0,107.07572838475201
0,991.0,107.13020794914003
0,990.0,107.08662850988314
0,989.0,107.11218134009046
0,988.0,107.43659252645547
0,987.0,107.31074270221761
0,986.2983801922555,107.0
0,986.0,106.833995120286
0,985.0,106.45500045049675
0,984.0,106.31589415410501
0,983.0,106.73070766805209
0,982.687300838682,107.0
0,982.0,107.50733416764902
0,981.0,107.68251528244015
0,980.2828147672668,107.0
0,980.0,106.70819710361232
0,979.0,106.18730862787457
0,978.0,106.43200108052467
0,977.0375184296602,107.0
0,977.0,107.01441673128215
0,976.0,107.20303250972162
0,975.0,107.20372231938327
0,974.0,107.0643449688637
0,973.0,107.50730218469378
0,972.4155554814907,108.0
0,972.0,108.18677196590284
0,971.0,108.24122696734672
0,970.0,108.1167326118975
0,969.5969135728024,108.0
0,969.0,107.70716906851389
0,968.0,107.31221291625089
0,967.0,107.33370368097273
0,966.0,107.21492189247505
0,965.5144094537605,107.0
0,965.0,106.67265965084648
0,964.0,106.28104724427892
0,963.3966495087113,106.0
0,963.0,105.69923628915205
0,962.0,105.05063762687698
0,961.1727893309547,105.0
0,961.0,104.98249407505226
0,960.9720111461378,105.0
0,960.0,105.71692185789931
0,959.7847421540488,106.0
0,959.2720496359943,107.0
0,959.0,107.27676378503985
0,958.0,107.62471124781482
0,957.0,107.97989752833645
0,956.0,107.37628299131705
0,955.6248616316175,107.0
0,955.0,106.43610247839506
0,954.0,106.15236354402859
0,953.0,106.48256375923238
0,952.1684274633571,107.0
0,952.0,107.0697667044841
0,951.0,107.31392425312477
0,950.0,107.34667630486189
0,949.0,107.18664713287687
0,948.0,107.08747903742744
0,947.5542836305331,107.0
0,947.0,106.80489341480319
0,946.0,106.41480487430141
0,945.0,106.2403528239378
0,944.0,106.26150303626028
0,943.0,106.24459737901088
0,942.0,106.32171073062864
0,941.0,106.45709401515938
0,940.0,106.94541135633573
0,939.9308086687258,107.0
0,939.0,107.61103733044511
0,938.0536220060401,108.0
0,938.0,108.01345431415146
0,937.0,108.23774133308079
0,936.0,108.28433391319331
0,935.5032183197876,108.0
0,935.0,107.65358395084041
0,934.0,107.2198947312038
0,933.0,107.0637775639179
0,932.0,107.07796834031599
0,931.0,107.32146034249097
0,930.0,107.54929942154271
0,929.0,107.33880847597003
0,928.1455300681811,107.0
0,928.0,106.90789517159659
0,927.0,106.36968615163907
0,926.0,106.39948596167895
0,925.1598452416944,107.0
0,925.0,107.15186862229595
0,924.0,107.36675600575515
0,923.5744186779095,107.0
0,923.0,106.56270907540082
0,922.0,106.25902060395131
0,921.0,106.51508487785789
0,920.238847322663,107.0
0,920.0,107.10621526647475
0,919.0,107.2099793239575
0,918.0,107.05766611800861
0,917.7536279580003,107.0
0,917.0,106.7051138576067
0,916.0,106.6226565813827
0,915.0,106.54502566262086
0,914.0,106.42076651009334
0,913.0,106.971238268241
0,912.960499648799,107.0
0,912.0,107.47168654417061
0,911.1220087560259,107.0
0,911.0,106.90599210408156
0,910.0,106.01320986420616
0,909.9440263467419,106.0
0,909.0,105.67792891196547
0,908.4176127243967,106.0
0,908.0,106.20828386160598
0,907.1116445307272,107.0
0,907.0,107.11658754395738
0,906.7923838015023,107.0
0,906.0,106.27660813617577
0,905.7110044218671,106.0
0,905.0,105.56255355415222
0,904.2766494024955,106.0
0,904.0,106.21662031348187
0,903.3999452910964,107.0
0,903.0,107.36276804126013
0,902.0,107.93158320610021
0,901.0,107.03291328826641
0,900.973625741123,107.0
0,900.0,106.29879494968382
0,899.0,106.32166172608753
0,898.0,106.39827466434744
0,897.0944719607647,106.0
0,897.0,105.92652636020009
0,896.0,105.38470652814942
0,895.0,105.56663581230373
0,894.0,105.94993097393642
0,893.8269154088935,106.0
0,893.0,106.13338168157942
0,892.0,106.62254389977932
0,891.2250990224101,107.0
0,891.0,107.06328084883953
0,890.7971943036938,107.0
0,890.0,106.57795231615007
0,889.0,106.02191175239129
0,888.9165437637753,106.0
0,888.0,105.65900199759757
0,887.0,105.5536367552627
0,886.0,105.70040612144186
0,885.4543807637478,106.0
0,885.0,106.18669561400544
0,884.0,106.50033542453768
0,883.0,106.15911034212634
0,882.2364748922816,106.0
0,882.0,105.92267331948625
0,881.0,105.84463026394643
0,880.0,105.38782255473555
0,879.0,105.16682511529568
0,878.0,105.66210594145505
0,877.65420008843,106.0
0,877.0,106.44316597127364
0,876.0,106.72721425222636
0,875.0,106.97169293881299
0,874.9357384940321,107.0
0,874.0,107.33305070226537
0,873.0,107.48705423032153
0,872.0,107.55926323306834
0,871.0,107.85529385777876
