x,y
319.1129344918992,220.0
319.1600321688727,221.0
319.2189476439173,222.0
319.283574608658,223.0
319.3475407555409,224.0
319.4059519717102,225.0
319.4555414034615,226.0
319.49404606357996,227.0
319.51965421057486,228.0
319.5307508747124,229.0
319.5258527068941,230.0
319.5036153130084,231.0
319.46285294066627,232.0
319.40256125327244,233.0
319.32193690694794,234.0
319.2203933938547,235.0
319.09757271323133,236.0
318.9533525448793,237.0
318.78784872498875,238.0
318.60141295658593,239.0
318.3946258217302,240.0
318.1682852949832,241.0
317.923391082826,242.0
317.6611252271339,243.0
317.38282950858456,244.0
317.0899802646903,245.0
316.78416129456104,246.0
316.4670355569704,247.0
316.1403163792195,248.0
315.8057388820321,249.0
315.4650322915422,250.0
315.11989375543294,251.0
314.7719642092447,252.0
314.4228067541161,253.0
314.0738879124627,254.0
313.7265620272303,255.0
313.38205896731,256.0
313.0414752002249,257.0
312.70576819676086,258.0
312.3757540438428,259.0
312.052108064142,260.0
311.7353681755433,261.0
311.42594067195836,262.0
311.12410806967506,263.0
310.8300386404948,264.0
310.54379724380374,265.0
310.2653570734217,266.0
309.9946119501772,267.0
309.73138881595804,268.0
309.4754601176012,269.0
309.22655580742,270.0
308.9843747294495,271.0
308.74859520471426,272.0
308.5188846732549,273.0
308.29490829374146,274.0
308.0763364419743,275.0
307.86285108639373,276.0
307.6541510511438,277.0
307.4499562047804,278.0
307.2500106351487,279.0
307.0540848882724,280.0
306.86197736148415,281.0
306.6735149488227,282.0
306.48855304038574,283.0
306.30697497739817,284.0
306.1286910618192,285.0
305.9536372139653,286.0
305.78177336445987,287.0
305.61308165838744,288.0
305.44756454032927,289.0
305.28524277943734,290.0
305.12615348423077,291.0
304.9703481476778,292.0
304.8178907545892,293.0
304.6688559755641,294.0
304.52332746479755,295.0
304.38139627304406,296.0
304.24315938193297,297.0
304.1087183616358,298.0
303.9781781505297,299.0
303.8516459529236,300.0
303.7292302490216,301.0
303.61103991000607,302.0
303.4971834103405,303.0
303.387768129022,304.0
303.28289973148105,305.0
303.1826816240473,306.0
303.0872144733119,307.0
302.99659578325736,308.0
302.91091952364616,309.0
302.8302758038238,310.0
302.75475058675966,311.0
302.68442543880644,312.0
302.6193773112791,313.0
302.55967835053127,314.0
302.5053957337323,315.0
302.45659152801295,316.0
302.41332257106166,317.0
302.37564037160575,318.0
302.3435910285159,319.0
302.3172151675245,320.0
302.2965478947585,321.0
302.28161876645726,322.0
302.27245177438,323.0
302.26906534651283,324.0
302.2714723627647,325.0
302.2796801853981,326.0
302.2936907039784,327.0
302.3135003946513,328.0
302.3391003935651,329.0
302.37047658425723,330.0
302.40760969881575,331.0
302.4504754326105,332.0
302.49904457236823,333.0
302.55328313734117,334.0
302.6131525332891,335.0
302.67860971896334,336.0
302.7496073847452,337.0
302.8260941430574,338.0
302.9080147301247,339.0
302.99531021862333,340.0
303.0879182407132,341.0
303.18577322090556,342.0
303.2888066181722,343.0
303.396947176655,344.0
303.51012118428525,345.0
303.62825273857237,346.0
303.7512640187659,347.0
303.8790755635407,348.0
304.01160655329636,349.0
304.14877509610005,350.0
304.29049851623967,351.0
304.43669364428547,352.0
304.5872771074884,353.0
304.7421656192713,354.0
304.90127626649064,355.0
305.06452679306653,356.0
305.2318358784982,357.0
305.4031234096916,358.0
305.5783107444421,359.0
305.75732096482136,360.0
305.94007911862764,361.0
306.1265124469652,362.0
306.316550595929,363.0
306.5101258102796,364.0
306.7071731069091,365.0
306.9076304258195,366.0
307.11143875626135,367.0
307.3185422356239,368.0
307.5288882186169,369.0
307.7424273142589,370.0
307.9591133881772,371.0
308.1789035277428,372.0
308.40175796761423,373.0
308.6276399733442,374.0
308.8565156808322,375.0
309.08835388957397,376.0
309.3231258078818,377.0
309.5608047485307,378.0
309.8013657736273,379.0
310.0447852879074,380.0
310.29104058015025,381.0
310.5401093129532,382.0
310.79196896174204,383.0
311.04659620460245,384.0
311.3039662653006,385.0
311.5640522127183,386.0
311.82682422084645,387.0
312.0922487944548,388.0
312.3602879665765,389.0
312.630898474986,390.0
312.90403092590043,391.0
313.17962895416986,392.0
313.4576283902111,393.0
313.73795644486154,394.0
314.02053092414695,395.0
314.30525948663853,396.0
314.59203895659016,397.0
314.8807547063604,398.0
315.17128012170906,399.0
315.46347616338755,400.0
315.7571910379995,401.0
316.0522599903753,402.0
316.34850522869016,403.0
316.64573599225525,404.0
316.9437487703631,405.0
317.24232767879346,406.0
317.5412449986481,407.0
317.8402618801359,408.0
318.1391292118617,409.0
318.4375886541635,410.0
318.73537383319916,411.0
319.03221169089767,412.0
319.32782398466605,413.0
319.6219289299648,414.0
319.9142429786018,415.0
320.20448272588675,416.0
320.49236694063393,417.0
320.7776187133494,418.0
321.0599677196708,419.0
321.33915259805894,420.0
321.6149234425969,421.0
321.88704441318447,422.0
322.0,423.0
322.0,424.0
322.0,425.0
322.0,426.0
322.0,427.0
322.0,428.0
322.0,429.0
322.0,430.0
322.0,431.0
322.0,432.0
322.0,433.0
322.0,434.0
322.0,435.0
322.0,436.0
322.0,437.0
322.0,438.0
322.0,439.0
322.0,440.0
322.0,441.0
322.0,442.0
322.0,443.0
322.0,444.0
322.0,445.0
322.0,446.0
322.0,447.0
322.0,448.0
322.0,449.0
322.0,450.0
322.0,451.0
322.0,452.0
322.0,453.0
322.0,454.0
322.0,455.0
322.0,456.0
322.0,457.0
322.0,458.0
322.0,459.0
322.0,460.0
322.0,461.0
322.0,462.0
322.0,463.0
322.0,464.0
322.0,465.0
322.0,466.0
322.0,467.0
322.0,468.0
322.0,469.0
398.0,469.0
398.0,468.0
398.0,467.0
398.0,466.0
398.0,465.0
398.0,464.0
398.0,463.0
398.0,462.0
398.0,461.0
398.0,460.0
398.0,459.0
398.0,458.0
398.0,457.0
398.0,456.0
398.0,455.0
398.0,454.0
398.0,453.0
398.0,452.0
398.0,451.0
398.0,450.0
398.0,449.0
398.0,448.0
398.0,447.0
398.0,446.0
398.0,445.0
398.0,444.0
398.0,443.0
398.0,442.0
398.0,441.0
398.0,440.0
398.0,439.0
398.0,438.0
398.0,437.0
398.0,436.0
398.0,435.0
398.0,434.0
398.0,433.0
398.0,432.0
398.0,431.0
398.0,430.0
398.0,429.0
398.0,428.0
398.0,427.0
398.0,426.0
398.0,425.0
398.0,424.0
398.0,423.0
398.11295558681553,422.0
398.3850765574031,421.0
398.66084740194106,420.0
398.9400322803292,419.0
399.2223812866506,418.0
399.50763305936607,417.0
399.79551727411325,416.0
400.0857570213982,415.0
400.3780710700352,414.0
400.67217601533395,413.0
400.96778830910233,412.0
401.26462616680084,411.0
401.5624113458365,410.0
401.8608707881383,409.0
402.1597381198641,408.0
402.4587550013519,407.0
402.75767232120654,406.0
403.0562512296369,405.0
403.35426400774475,404.0
403.65149477130984,403.0
403.9477400096247,402.0
404.2428089620005,401.0
404.53652383661245,400.0
404.82871987829094,399.0
405.1192452936396,398.0
405.40796104340984,397.0
405.69474051336147,396.0
405.97946907585305,395.0
406.26204355513846,394.0
406.5423716097889,393.0
406.82037104583014,392.0
407.09596907409957,391.0
407.369101525014,390.0
407.6397120334235,389.0
407.9077512055452,388.0
408.17317577915355,387.0
408.4359477872817,386.0
408.6960337346994,385.0
408.95340379539755,384.0
409.20803103825796,383.0
409.4598906870468,382.0
409.70895941984975,381.0
409.9552147120926,380.0
410.1986342263727,379.0
410.4391952514693,378.0
410.6768741921182,377.0
410.91164611042603,376.0
411.1434843191678,375.0
411.3723600266558,374.0
411.59824203238577,373.0
411.8210964722572,372.0
412.0408866118228,371.0
412.2575726857411,370.0
412.4711117813831,369.0
412.6814577643761,368.0
412.88856124373865,367.0
413.0923695741805,366.0
413.2928268930909,365.0
413.4898741897204,364.0
413.683449404071,363.0
413.8734875530348,362.0
414.05992088137236,361.0
414.24267903517864,360.0
414.4216892555579,359.0
414.5968765903084,358.0
414.7681641215018,357.0
414.93547320693347,356.0
415.09872373350936,355.0
415.2578343807287,354.0
415.4127228925116,353.0
415.56330635571453,352.0
415.70950148376033,351.0
415.85122490389995,350.0
415.98839344670364,349.0
416.1209244364593,348.0
416.2487359812341,347.0
416.37174726142763,346.0
416.48987881571475,345.0
416.603052823345,344.0
416.7111933818278,343.0
416.81422677909444,342.0
416.9120817592868,341.0
417.00468978137667,340.0
417.0919852698753,339.0
417.1739058569426,338.0
417.2503926152548,337.0
417.32139028103666,336.0
417.3868474667109,335.0
417.44671686265883,334.0
417.50095542763177,333.0
417.5495245673895,332.0
417.59239030118425,331.0
417.62952341574277,330.0
417.6608996064349,329.0
417.6864996053487,328.0
417.7063092960216,327.0
417.7203198146019,326.0
417.7285276372353,325.0
417.73093465348717,324.0
417.72754822562,323.0
417.71838123354274,322.0
417.7034521052415,321.0
417.6827848324755,320.0
417.6564089714841,319.0
417.62435962839425,318.0
417.58667742893834,317.0
417.54340847198705,316.0
417.4946042662677,315.0
417.44032164946873,314.0
417.3806226887209,313.0
417.31557456119356,312.0
417.24524941324034,311.0
417.1697241961762,310.0
417.08908047635384,309.0
417.00340421674264,308.0
416.9127855266881,307.0
416.8173183759527,306.0
416.71710026851895,305.0
416.612231870978,304.0
416.5028165896595,303.0
416.38896008999393,302.0
416.2707697509784,301.0
416.1483540470764,300.0
416.0218218494703,299.0
415.8912816383642,298.0
415.75684061806703,297.0
415.61860372695594,296.0
415.47667253520245,295.0
415.3311440244359,294.0
415.1821092454108,293.0
415.0296518523222,292.0
414.87384651576923,291.0
414.71475722056266,290.0
414.55243545967073,289.0
414.38691834161256,288.0
414.21822663554013,287.0
414.0463627860347,286.0
413.8713089381808,285.0
413.69302502260183,284.0
413.51144695961426,283.0
413.3264850511773,282.0
413.13802263851585,281.0
412.9459151117276,280.0
412.7499893648513,279.0
412.5500437952196,278.0
412.3458489488562,277.0
412.13714891360627,276.0
411.9236635580257,275.0
411.70509170625854,274.0
411.4811153267451,273.0
411.25140479528574,272.0
411.0156252705505,271.0
410.77344419258,270.0
410.5245398823988,269.0
410.26861118404196,268.0
410.0053880498228,267.0
409.7346429265783,266.0
409.45620275619626,265.0
409.1699613595052,264.0
408.87589193032494,263.0
408.57405932804164,262.0
408.2646318244567,261.0
407.947891935858,260.0
407.6242459561572,259.0
407.29423180323914,258.0
406.9585247997751,257.0
406.61794103269,256.0
406.2734379727697,255.0
405.9261120875373,254.0
405.5771932458839,253.0
405.2280357907553,252.0
404.88010624456706,251.0
404.5349677084578,250.0
404.1942611179679,249.0
403.8596836207805,248.0
403.5329644430296,247.0
403.21583870543896,246.0
402.9100197353097,245.0
402.61717049141544,244.0
402.3388747728661,243.0
402.076608917174,242.0
401.8317147050168,241.0
401.6053741782698,240.0
401.39858704341407,239.0
401.21215127501125,238.0
401.0466474551207,237.0
400.90242728676867,236.0
